Gene_A	Gene_B	correlation
AT1G18500	AT4G04320	0.6124226608456924
AT1G66670	AT5G50920	0.6124078046368
AT1G26660	AT5G45140	0.6123684000097455
AT1G74270	AT3G25920	0.6123682638064722
AT1G74730	AT5G23060	0.612362309047883
AT1G09200	AT5G09790	0.612347022184534
AT1G04730	AT1G18090	0.6123346322688304
AT1G66620	AT5G53360	0.6123190925068269
AT1G02870	AT3G59540	0.6123068925499621
AT1G10730	AT5G14940	0.6122805961878721
AT1G32990	AT3G53890	0.6122729088190765
AT1G20200	AT4G16640	0.6122457634911992
AT1G18070	AT3G04770	0.6122361318063338
AT1G55970	AT5G57980	0.612234944556885
AT1G47710	AT5G44340	0.61221750325192
AT1G27400	AT4G34670	0.6122036762349116
AT1G59580	AT3G45640	0.6121667517291195
AT1G04170	AT1G54290	0.6121657438753496
AT1G71770	AT5G40040	0.6121439191504813
AT1G26130	AT1G68570	0.6121205846811458
AT1G12110	AT5G16880	0.612101787667523
AT1G43890	AT5G09550	0.6120889484688278
AT1G72370	AT2G34520	0.6120527034374728
AT1G31660	AT5G47930	0.6120437080919832
AT1G44350	AT3G48520	0.612041989147558
AT1G07350	AT5G44200	0.6120250567718782
AT1G05055	AT1G73690	0.6120019204568772
AT1G74270	AT4G33865	0.6119700615199875
AT1G42970	AT4G02770	0.61196480740795
AT1G59820	AT1G62320	0.6119635351061133
AT1G77470	AT2G16440	0.6119365515548915
AT1G47220	AT5G15400	0.6119304799036192
AT1G33270	AT2G06925	0.6119207653518146
AT1G07770	AT3G06700	0.6119014464511335
AT1G27320	AT1G74890	0.611874526024773
AT1G18890	AT1G76040	0.6118645906125869
AT1G69070	AT3G49080	0.6118584381186724
AT1G67760	AT4G33250	0.6118578139664169
AT1G54170	AT2G36660	0.6118073481856736
AT1G34140	AT5G57870	0.6117925214693442
AT1G69740	AT3G05530	0.6117686327433617
AT1G76100	AT5G43750	0.6117313414695386
AT1G51100	AT5G20935	0.6117220371041758
AT1G04810	AT2G03670	0.6117101288421253
AT1G04410	AT4G31990	0.6117013181983612
AT1G77000	AT2G31510	0.6116676615747497
AT1G07070	AT1G76400	0.6116312187922591
AT1G26130	AT5G01180	0.6116218548309136
AT1G17560	AT3G63490	0.611608310436744
AT1G50300	AT3G23325	0.6115936612796086
AT1G27400	AT3G61110	0.6115916253764959
AT1G17690	AT5G64830	0.6115743596284239
AT1G04690	AT1G06210	0.6115655546949916
AT1G10230	AT1G44110	0.6115648804015997
AT1G67320	AT5G26680	0.6115526976846625
AT1G04480	AT2G39390	0.6115277162565407
AT1G54270	AT2G36660	0.6114769895260779
AT1G23160	AT2G02560	0.6114691397122275
AT1G29330	AT5G16300	0.6114641556956781
AT1G47250	AT1G65650	0.6114591017795501
AT1G17880	AT2G33370	0.6114502242854646
AT1G51660	AT4G08500	0.6114205351035567
AT1G14300	AT3G26410	0.611419690977179
AT1G77470	AT3G16680	0.6114130993314619
AT1G70730	AT1G79550	0.6113909720391221
AT1G75510	AT2G32600	0.6113820511576104
AT1G62390	AT2G04030	0.6113752412864383
AT1G07370	AT5G41880	0.6113619637916019
AT1G18800	AT1G49910	0.6113456208695918
AT1G52300	AT5G27770	0.6113296510299066
AT1G26880	AT2G34520	0.6113104138077421
AT3G55460	AT5G18810	0.6112827934583086
AT1G72730	AT4G18330	0.6112736670069187
AT1G76730	AT3G24030	0.6112676753807605
AT1G67430	AT5G02870	0.6112375888679944
AT1G53690	AT5G44500	0.6112113755414114
AT1G77390	AT2G03160	0.6112094311877059
AT1G36160	AT5G49460	0.6112061162935147
AT1G60950	AT1G61520	0.6111615787698691
AT1G24620	AT3G10300	0.6111277855975642
AT1G16870	AT3G43920	0.6111217722486835
AT1G31170	AT2G41680	0.6110874893181514
AT1G18590	AT5G23010	0.6110865200428266
AT1G49400	AT4G35490	0.6110742946376996
AT1G02150	AT1G10522	0.6110491219540148
AT1G03330	AT5G16780	0.6110478453679007
AT1G23310	AT5G43600	0.6110368215235381
AT1G63660	AT3G56330	0.6110360192934012
AT1G56070	AT4G00100	0.6110337985918474
AT1G02780	AT5G47210	0.611010968510448
AT1G42970	AT1G52220	0.6109653627404437
AT1G76560	AT3G26550	0.6109587818263124
AT1G62200	AT5G16880	0.6109511833282683
AT1G78050	AT3G14290	0.6109454536335241
AT1G64010	AT5G01600	0.6109411720181025
AT1G67440	AT2G25870	0.6109225983811505
AT1G33780	AT3G46940	0.610915411820032
AT1G53930	AT3G46220	0.6108570255947299
AT1G10230	AT3G60010	0.610803172844698
AT1G26830	AT4G19660	0.6107907431804129
AT1G20960	AT1G33980	0.6107630987641176
AT1G77750	AT3G06680	0.6107370613307712
AT1G52930	AT2G26200	0.6107260506332249
AT1G21410	AT1G55530	0.6107110699969734
AT1G25260	AT2G40290	0.6107100814129108
AT1G54140	AT2G41630	0.6106962051538771
AT1G76630	AT3G46210	0.610671278994
AT1G66750	AT5G10270	0.6106675101925155
AT1G04170	AT3G20050	0.610618190738986
AT1G14100	AT1G65590	0.6106171061396188
AT1G15860	AT4G02570	0.6106003332019427
AT1G21160	AT1G52300	0.6105903249625687
AT1G67430	AT4G02230	0.6105896487596388
AT1G55020	AT5G37850	0.6105840936002053
AT1G07070	AT5G47930	0.6105720455029223
AT1G67500	AT2G29570	0.6105615422536388
AT1G77750	AT4G23620	0.6105610420507289
AT1G03780	AT5G37630	0.6105544605194854
AT1G26630	AT3G22230	0.6105419507335275
AT1G31240	AT3G48150	0.6105365608362945
AT1G16610	AT4G35800	0.6105030054089553
AT1G20340	AT3G47070	0.6104739433799224
AT1G24620	AT3G04050	0.6104604051903797
AT1G51160	AT2G20930	0.6104520928641989
AT1G15120	AT5G08530	0.6104192796430068
AT1G56450	AT1G75990	0.6103662965849703
AT1G15930	AT3G13120	0.6103592365306879
AT1G14320	AT2G36620	0.6103565348012767
AT1G69200	AT4G13670	0.6103424757474432
AT1G62850	AT3G59650	0.6103299197533586
AT1G16470	AT1G51710	0.6103210605212369
AT1G25490	AT2G41280	0.6103118537920611
AT1G51380	AT4G02230	0.6103020526934756
AT1G52190	AT4G36250	0.6102404759494039
AT1G69410	AT2G27710	0.6102126106418307
AT1G32990	AT5G47700	0.6102049653852208
AT1G02780	AT5G15610	0.6102024313603638
AT1G50490	AT4G15475	0.6101818082575658
AT1G21750	AT1G29310	0.6101644273002303
AT1G02140	AT1G43170	0.6101388316090444
AT1G75600	AT3G20670	0.6101367399201314
AT1G77470	AT2G27120	0.6101194632865424
AT4G37370	AT5G12480	0.6101056018921357
AT1G03110	AT3G04820	0.6101010719475207
AT1G02130	AT3G53710	0.6100670938903703
AT1G04170	AT1G36730	0.6100551870884117
AT1G53720	AT4G30220	0.6100433250755237
AT1G55150	AT5G41770	0.6100292702014144
AT1G15880	AT5G22360	0.6100278003685314
AT1G48030	AT2G34590	0.610022902125833
AT1G08880	AT5G58230	0.6100223201048648
AT1G30360	AT2G23150	0.6099967569665891
AT1G56450	AT3G15180	0.6099922595489293
AT1G15700	AT5G66190	0.6099782444889404
AT1G56070	AT3G05530	0.6099762931361323
AT1G34030	AT4G20980	0.6099734713310709
AT1G49910	AT3G08690	0.6099675135973609
AT1G09340	AT1G71500	0.6099556376145715
AT1G18080	AT1G47128	0.6099505258510073
AT1G77940	AT5G15520	0.6099471605011495
AT1G78630	AT1G79850	0.6099319590645516
AT1G18080	AT1G26880	0.609930858147745
AT1G78050	AT3G52220	0.6099214184882049
AT1G31860	AT4G26900	0.6099192689457864
AT1G65430	AT3G08700	0.6099154976943695
AT1G55150	AT5G08180	0.6098890309247622
AT1G09140	AT1G50300	0.6098560573825197
AT1G27900	AT1G79940	0.6098480130041488
AT1G75840	AT5G10520	0.6098380828599664
AT1G31660	AT3G56510	0.6098099158600371
AT1G58250	AT5G56290	0.6097910231943438
AT1G04480	AT2G43460	0.6097870437816065
AT1G69620	AT2G32060	0.6097812371492675
AT1G33980	AT4G38780	0.609770722569338
AT1G78670	AT1G78680	0.609765219661342
AT1G01910	AT2G34250	0.609732281251942
AT1G34140	AT2G40290	0.6097216560722202
AT1G77680	AT3G46210	0.6097127824940165
AT1G13320	AT3G14600	0.6097081258818121
AT1G53000	AT5G03770	0.6096662258475063
AT1G14980	AT2G28000	0.6096492693558598
AT1G54340	AT4G26520	0.6096395381605497
AT1G67430	AT3G11250	0.6095987760174896
AT1G59900	AT3G16950	0.6095935979296089
AT1G11360	AT5G53940	0.6095765787370474
AT1G75690	AT3G56650	0.6095698451944078
AT1G76810	AT3G28900	0.6095590940181536
AT1G17690	AT1G33390	0.6095450152123717
AT1G02140	AT3G44590	0.6095231785057628
AT1G48670	AT1G64010	0.6095221047777951
AT1G17560	AT4G00810	0.6095210382645482
AT1G61580	AT4G02930	0.6094956129462115
AT1G29310	AT2G19740	0.609493760409169
AT1G03780	AT3G48210	0.6094817626823605
AT1G04810	AT5G23540	0.6094795128319025
AT1G48830	AT3G11250	0.6094262253943747
AT1G22550	AT3G54510	0.6094222858259589
AT1G26530	AT1G31660	0.609398760283857
AT1G63980	AT5G61770	0.6093850340617946
AT1G59970	AT3G09840	0.6093498261898691
AT1G21410	AT1G50490	0.6093451191179926
AT1G51510	AT3G44600	0.6093295263309727
AT1G14400	AT1G32340	0.6093088975758498
AT1G52300	AT5G02870	0.6092530765933903
AT2G39890	AT3G06360	0.6092463583972751
AT1G70730	AT2G15680	0.6092440278114132
AT1G75350	AT4G33865	0.609228347308558
AT1G51380	AT1G71770	0.6092283283205258
AT1G30200	AT5G60570	0.6092282181192616
AT1G35680	AT5G08650	0.6091971969135652
AT1G53690	AT4G21710	0.6091820370085024
AT1G01230	AT2G40460	0.6091378521190794
AT1G10730	AT1G60780	0.609130493173662
AT1G48630	AT3G18740	0.6091256006774551
AT1G15020	AT1G65930	0.6091196340613615
AT1G75330	AT1G80600	0.6091045385688337
AT1G33390	AT1G48920	0.6091021872214303
AT1G18080	AT5G24520	0.6090823856931994
AT1G66580	AT3G62870	0.609053706243395
AT4G21400	AT5G21170	0.6090367310823065
AT1G54340	AT5G01650	0.6090187454937538
AT1G63660	AT2G34890	0.6090186222942267
AT1G52300	AT3G55170	0.6090158245562968
AT1G31812	AT5G38660	0.609006358897843
AT1G47220	AT1G56450	0.6089901588779996
AT1G47220	AT5G58410	0.6089421058310582
AT1G45000	AT5G43010	0.6089342797028844
AT1G56070	AT1G74270	0.6089329413293888
AT1G60600	AT2G36145	0.6089196358373511
AT1G66750	AT5G41010	0.6089193680761115
AT1G11750	AT5G53350	0.608912861407595
AT1G15310	AT3G60770	0.608882316124014
AT1G48630	AT4G10480	0.6088719074231962
AT1G18070	AT1G51380	0.6088670868436189
AT1G52160	AT2G34357	0.6088608634830782
AT1G08130	AT5G51940	0.6087760683923525
AT1G21190	AT3G23325	0.6087660786065117
AT1G02840	AT1G20960	0.6087346424266399
AT1G49540	AT5G13680	0.6087315023339821
AT1G04810	AT3G56090	0.6087056084858457
AT1G11130	AT1G74720	0.6086865959177
AT1G64750	AT3G54380	0.6086632962140002
AT1G49400	AT4G13170	0.6086154146969311
AT1G26880	AT5G47930	0.6086145503213534
AT1G08360	AT4G29390	0.6086104815075869
AT1G68570	AT1G79450	0.6085859973143893
AT1G74970	AT5G40950	0.6085496304635576
AT1G32440	AT3G14940	0.6085489294962614
AT1G47710	AT3G09440	0.6085376856698275
AT1G48900	AT4G30600	0.608514661838124
AT1G15930	AT1G51690	0.6085110805166398
AT1G27400	AT2G43030	0.6084475510806624
AT1G69740	AT5G47540	0.6084442669213251
AT1G26910	AT1G48630	0.6084436111655628
AT1G37130	AT3G56460	0.6084399532898036
AT1G65590	AT3G56460	0.6084382484427233
AT1G55900	AT4G26780	0.608431270132005
AT1G17440	AT4G16265	0.6084158133356186
AT1G12960	AT5G27770	0.6083936117343773
AT1G17690	AT5G52470	0.6083791563608808
AT1G50460	AT1G65930	0.6083755562337059
AT1G30630	AT4G11380	0.6083345257388383
AT1G14320	AT3G49100	0.608333449002514
AT1G36730	AT5G56670	0.6083088865520692
AT2G28000	AT3G08850	0.608284413347693
AT1G51060	AT5G10400	0.6082657042165013
AT5G06820	AT5G61480	0.6082650571409361
AT1G63660	AT2G17250	0.6082569061422505
AT1G48900	AT3G60770	0.6082501350870256
AT1G01360	AT1G25490	0.6082496790318225
AT1G52360	AT5G16300	0.6082235256275544
AT1G72990	AT5G49460	0.6082147073287852
AT1G64750	AT3G14290	0.6082053293246905
AT1G55480	AT1G60950	0.6082010955470365
AT1G03190	AT1G17440	0.6081962573387432
AT1G01090	AT3G25860	0.6081357441944906
AT1G20930	AT2G33560	0.6081314239872133
AT1G77440	AT3G60820	0.608114183689458
AT1G64880	AT3G02560	0.6081034777459072
AT1G48920	AT3G60360	0.6080791179208455
AT1G04270	AT3G60770	0.6080607235774053
AT1G42970	AT2G36460	0.6080476046816833
AT1G50940	AT5G43330	0.6080402026880221
AT1G07270	AT1G77470	0.608036762732077
AT1G27570	AT3G06560	0.608027826943388
AT1G26530	AT3G05060	0.6079792321932075
AT1G61010	AT5G18440	0.607959680163918
AT1G16360	AT2G20840	0.6079592373379743
AT1G70190	AT5G20180	0.6079576558677756
AT1G43670	AT4G26530	0.6079083700034045
AT1G53690	AT5G51660	0.6078974466242958
AT1G35680	AT2G24090	0.6078911833430233
AT1G74030	AT1G79550	0.6078512858184055
AT1G35720	AT1G62170	0.6078312288379694
AT1G55080	AT5G02850	0.6078278278256775
AT1G77760	AT3G46970	0.6077710063100771
AT1G36160	AT5G48230	0.6077640587454856
AT1G49880	AT2G15290	0.6077581535287871
AT1G27461	AT4G40000	0.6077547750009573
AT1G09100	AT3G60820	0.6077504072437743
AT3G11410	AT4G33950	0.607718899385982
AT1G67430	AT1G77750	0.6077180326160158
AT1G77750	AT2G37600	0.6077044949492424
AT1G48050	AT1G65930	0.6077014932650762
AT1G17880	AT5G09490	0.6076809219744476
AT2G38750	AT4G03330	0.6076782330748066
AT1G77750	AT5G35530	0.6076707210635448
AT1G45050	AT5G27920	0.6076427131756417
AT1G61790	AT1G67490	0.6076343587704238
AT1G65930	AT3G11270	0.6075921085464946
AT4G18700	AT5G38480	0.6075327078073124
AT1G27590	AT3G18790	0.6075299734826827
AT1G15570	AT1G77720	0.607522556249893
AT1G26530	AT1G48920	0.6074988673247614
AT1G63180	AT5G17310	0.6074763107835492
AT1G50300	AT3G52120	0.6074488093398003
AT1G07770	AT2G43640	0.607448463728
AT1G04130	AT5G08420	0.6074471296711433
AT1G34030	AT1G66580	0.6074270985721135
AT1G77180	AT5G23240	0.6074013119493757
AT1G14620	AT4G31460	0.6073950923663751
AT1G26130	AT1G44170	0.6073922411407938
AT1G53690	AT5G65260	0.6073839476080197
AT1G62750	AT5G35530	0.6073166614485473
AT1G18540	AT1G31817	0.6073036757363752
AT1G12960	AT1G61580	0.6072945884400678
AT1G19020	AT5G10695	0.6072900388745441
AT1G71840	AT5G52820	0.6072650964476277
AT1G26670	AT5G03690	0.6072603574965043
AT1G15810	AT4G17560	0.6072374323909069
AT1G22570	AT2G38410	0.6072153220382512
AT1G33980	AT3G09440	0.6072080641447073
AT1G59820	AT1G67300	0.6072060026429864
AT1G08360	AT4G13170	0.6071891754089547
AT1G50300	AT3G49430	0.6071784763352996
AT1G14200	AT5G45900	0.6071632286470389
AT1G31660	AT1G76120	0.6071464900624657
AT1G15750	AT4G28640	0.607138254528636
AT1G15700	AT4G32470	0.6071351362854265
AT2G06005	AT3G25500	0.6071200785376516
AT1G02410	AT5G56090	0.6071104919028587
AT4G32570	AT5G53160	0.6070951335178556
AT1G21780	AT3G05530	0.6070886189681235
AT1G72320	AT3G19760	0.6070443414236737
AT1G34000	AT5G02120	0.6070338099124769
AT1G53930	AT3G11250	0.6070209688251568
AT1G04690	AT3G48890	0.6070200878175445
AT1G04020	AT5G64610	0.6070157243643487
AT1G76300	AT4G12600	0.6070145016229037
AT1G21160	AT5G02450	0.6070011219304084
AT1G11890	AT3G25040	0.6070006752791535
AT1G60780	AT2G24940	0.6069942029602321
AT1G63160	AT5G46280	0.6069744604064576
AT1G09080	AT1G29310	0.606967274627383
AT1G32490	AT2G47580	0.6069634671426601
AT1G14640	AT2G47580	0.6069484772407868
AT1G77750	AT5G23740	0.6069413138488852
AT1G07790	AT3G54560	0.6069402276119875
AT5G02500	AT5G38480	0.6069259670851506
AT1G66070	AT3G16380	0.6069176330042279
AT1G61010	AT4G17410	0.6069040604141254
AT1G75950	AT1G77000	0.6068992397365874
AT1G73230	AT4G31700	0.6068757776431074
AT1G74470	AT4G37230	0.606870812788354
AT1G15570	AT5G05780	0.6068691794063058
AT1G13690	AT3G11500	0.6068678346991755
AT1G22770	AT3G16500	0.6068630484758528
AT3G56150	AT3G57290	0.6068469408242667
AT1G20200	AT3G59920	0.6068467197478942
AT1G55300	AT4G31720	0.6068433057218506
AT1G78450	AT2G39780	0.6068328735599614
AT1G66610	AT3G42830	0.6068279181609783
AT1G14450	AT5G37510	0.6068226382443896
AT1G66750	AT3G11520	0.606812213669935
AT1G77470	AT3G47460	0.6067990206416538
AT1G67630	AT4G32830	0.6067745449742771
AT1G04480	AT5G07090	0.606744287035113
AT1G45000	AT3G13330	0.606724337291044
AT1G75020	AT5G13760	0.6067132915412543
AT1G48160	AT2G47610	0.6067123191051855
AT1G66580	AT3G46040	0.6067043489752773
AT1G16360	AT5G19640	0.6067040358023109
AT1G63780	AT1G77030	0.606630970962261
AT1G76850	AT5G61010	0.6066258031588427
AT1G16030	AT2G30000	0.6066106674081311
AT1G52300	AT3G25520	0.6066032498187676
AT1G48670	AT2G14540	0.6065984278704797
AT1G68090	AT3G56090	0.606598360432678
AT1G23280	AT5G05470	0.6065939128858588
AT1G04170	AT4G18040	0.606590143154659
AT1G17690	AT2G19380	0.6065835185734844
AT1G23860	AT5G53180	0.6065782604176886
AT1G51510	AT5G07060	0.60657281184098
AT1G74270	AT2G42740	0.606571962771594
AT1G54140	AT4G24440	0.6065703352703012
AT1G52300	AT4G30800	0.6065550955307395
AT1G20010	AT3G60740	0.6065428919068641
AT1G09150	AT3G10090	0.6064884571328081
AT1G71840	AT3G57000	0.6064837847098535
AT1G64010	AT5G39630	0.6064595889642991
AT1G78050	AT3G53230	0.6064330376796015
AT1G09750	AT4G19410	0.6063986951119079
AT1G04270	AT3G53020	0.6063868685058762
AT1G53930	AT5G25380	0.6063837312651114
AT1G22170	AT4G24620	0.6063543194901022
AT1G16190	AT5G06460	0.6063437519409903
AT1G51380	AT4G34870	0.6063282586589475
AT1G65290	AT2G35370	0.6062950526478162
AT1G14620	AT1G31817	0.6062796196578124
AT1G17500	AT3G16180	0.6062774717845303
AT1G04230	AT4G01560	0.6062678294179787
AT1G27570	AT5G58040	0.606228355625575
AT1G64750	AT2G23930	0.606214781015138
AT1G11910	AT5G64960	0.6062112598993895
AT1G12640	AT1G80950	0.6061911134109731
AT1G62800	AT1G63770	0.6061664646207943
AT1G15860	AT4G35050	0.6061661739741895
AT1G02730	AT3G02120	0.6061506989982649
AT1G17880	AT5G23900	0.6061493141616194
AT1G04510	AT1G08260	0.6061241256797983
AT1G64880	AT5G60960	0.6060911456316443
AT1G10180	AT5G61010	0.6060789839955788
AT1G77940	AT5G56710	0.6060757915730994
AT1G62850	AT1G78630	0.6060732808952739
AT5G38480	AT5G60540	0.6060604031818572
AT1G01230	AT1G16360	0.6060570281126217
AT1G15440	AT5G52470	0.6060517388871746
AT1G23410	AT3G21540	0.605989639861786
AT1G49400	AT5G10360	0.6059840002813985
AT1G22170	AT3G45310	0.6059689909987312
AT1G66580	AT4G27090	0.6059565403146718
AT1G77750	AT5G51610	0.6059464568813988
AT1G59760	AT4G25730	0.6059276073129252
AT1G76200	AT4G02580	0.6059131502668995
AT1G26910	AT3G58700	0.6059123493880239
AT1G50490	AT3G20060	0.6058964779793191
AT1G64750	AT5G40580	0.6058679332528449
AT1G52760	AT5G48930	0.6058443617298943
AT1G55020	AT4G04460	0.605838424345409
AT1G07210	AT5G64670	0.6058010890486648
AT1G74270	AT4G29430	0.6057971382806638
AT1G56070	AT3G06680	0.6057674324447778
AT1G23410	AT2G01250	0.605740627162227
AT1G24620	AT1G73630	0.6057022207316172
AT1G65430	AT2G16920	0.6056439633678832
AT1G33390	AT3G06480	0.6056014044684882
AT1G52300	AT2G04520	0.6055881526057456
AT1G25260	AT3G19760	0.6055816785138985
AT1G02130	AT5G10260	0.6055632158232193
AT1G43170	AT1G72370	0.6055378434887285
AT1G50920	AT2G27200	0.605528042445031
AT1G29330	AT5G46750	0.6054972583486835
AT1G20580	AT3G07860	0.6054728942013552
AT1G35550	AT2G32220	0.6054507608348811
AT1G24140	AT1G28130	0.6054345740434153
AT1G08110	AT3G10850	0.6054066310732195
AT1G56450	AT3G16320	0.6054021541961891
AT1G43860	AT4G28450	0.6053330444146309
AT1G15700	AT1G54780	0.6053279618107119
AT1G04810	AT1G55760	0.605322320286694
AT1G55480	AT5G23060	0.6053082087815148
AT1G15930	AT2G23350	0.6053020696636542
AT1G26800	AT3G07370	0.6052908709359726
AT1G33850	AT5G59240	0.6052875951558494
AT1G49400	AT3G07110	0.6052823156728425
AT1G50940	AT5G13450	0.6052465130175775
AT1G43140	AT5G20570	0.605201731099025
AT1G06380	AT1G26530	0.6051898331942673
AT1G32990	AT5G52520	0.6051872065109293
AT1G23160	AT1G47710	0.605184874972623
AT1G18080	AT3G01790	0.6051845561401465
AT1G31970	AT5G40530	0.605175530000487
AT1G66070	AT3G56150	0.6050873955867488
AT1G05990	AT4G03290	0.6050602725049162
AT1G21720	AT1G69400	0.6050590418093348
AT1G52300	AT3G60245	0.6050255902326593
AT1G77510	AT5G66680	0.6050174577179582
AT1G26130	AT1G73020	0.6050141565315678
AT1G73230	AT3G28900	0.6049979890684005
AT1G22410	AT5G66120	0.6049550284351254
AT2G18290	AT3G62800	0.6049542674511378
AT1G67430	AT3G49100	0.604944246588196
AT1G71820	AT5G59730	0.604929203476843
AT1G04820	AT1G50010	0.6048926440259946
AT1G65930	AT1G80050	0.6048753166522127
AT1G08520	AT2G45770	0.604874078455319
AT1G07770	AT5G56670	0.6048702953584353
AT1G12960	AT5G23740	0.6048323846903414
AT1G14300	AT1G52980	0.6048261939218491
AT1G16350	AT3G57610	0.6048099770628397
AT1G05760	AT3G58350	0.6048077736485306
AT1G66750	AT2G27120	0.6047954766384545
AT1G48030	AT2G02510	0.6047531688670652
AT1G04480	AT4G23620	0.6047363861676627
AT1G48270	AT4G35950	0.6047004414367074
AT1G73820	AT3G46820	0.6046787886467859
AT1G63290	AT3G60750	0.6046656247291398
AT1G56110	AT5G05470	0.604662059752414
AT1G03110	AT2G47420	0.6046616874032329
AT1G76970	AT5G19640	0.6046597315449825
AT1G17880	AT4G15000	0.6046395284538286
AT1G72040	AT2G16440	0.6046057890402318
AT1G34030	AT3G48960	0.6045675469822925
AT1G03110	AT3G26410	0.6045559498618117
AT1G62020	AT4G34450	0.604552341688977
AT1G16280	AT1G71840	0.6045454525356294
AT1G10730	AT2G38410	0.60454447679297
AT2G33290	AT4G32570	0.6045389859579212
AT1G18080	AT1G26630	0.6044963181785107
AT1G59760	AT4G26600	0.6044896607211772
AT1G26630	AT3G25520	0.6044787947392453
AT1G11890	AT4G31990	0.6044551445089968
AT1G59760	AT5G04600	0.6044490254092945
AT1G73230	AT4G15000	0.6044483017333736
AT1G26880	AT5G16130	0.604414349786639
AT1G14200	AT5G25560	0.6044117634470547
AT1G15250	AT3G11510	0.6044021257801924
AT1G12800	AT3G13120	0.6043849849727857
AT1G48670	AT5G13350	0.6043771791058773
AT1G27400	AT2G37600	0.6043710714995828
AT1G04170	AT5G56670	0.6043699227618188
AT1G17880	AT4G00100	0.6043648019366139
AT1G03110	AT5G08180	0.6043173766489788
AT1G66580	AT4G34670	0.6043134426199057
AT1G50490	AT5G64760	0.6042927000532016
AT1G16190	AT5G46210	0.604274448167002
AT1G16280	AT5G13830	0.6042738122462786
AT1G21410	AT5G37930	0.6042617271089336
AT1G18600	AT1G25290	0.6041886709309109
AT1G03110	AT5G08600	0.6041880256911576
AT1G15930	AT4G31700	0.6041841317563802
AT1G07360	AT2G30000	0.6041840142621085
AT1G64010	AT2G21130	0.6041828427252595
AT4G14455	AT4G23400	0.6041778475891334
AT1G21240	AT4G21680	0.6041762971631831
AT1G04550	AT1G51950	0.6041667491433761
AT1G10490	AT3G56150	0.6041657071210225
AT1G54280	AT3G45810	0.6041541815425816
AT1G75950	AT3G60020	0.6041355259236654
AT1G08260	AT1G64960	0.6041251243597103
AT1G15860	AT4G28450	0.6041241997340308
AT1G54320	AT2G23830	0.6040936280810322
AT1G11240	AT5G04600	0.604071169885197
AT1G22780	AT2G21580	0.6040482481460848
AT1G23860	AT1G65660	0.6040409420155406
AT1G23280	AT1G63780	0.6040208739309092
AT1G10390	AT3G01340	0.6040199186268539
AT1G14320	AT5G56670	0.6039165765994382
